GPSWeek [weeks];GPSSecondsOfWeek [s];Longitude (GT Lon) [deg];Longitude Cov (GT Lon) [deg];Latitude (GT Lat) [deg];Latitude Cov (GT Lat) [deg];Height above ellipsoid (GT Height) [m];Height above ellipsoid Cov (GT Height) [m];Heading (0° = East, counterclockwise) - (GT Heading) [rad];Heading Cov (0° = East, counterclockwise) - (GT Heading) [rad];Acceleration (GT Acceleration) [ms^2];Acceleration Cov (GT Acceleration) [ms^2];Velocity (GT Velocity) [m/s];Velocity Cov (GT Velocity) [m/s];Yaw-Rate (GT Yaw-rate) [rad/s];Yaw-Rate Cov (GT Yaw-rate) [rad/s];Measurement time of week (rcvTow) [s];GPS week number (week) [weeks];GPS leap seconds (leapS) [s];Number of measurements to follow (numMeas) [];Receiver tracking status (recStat) [];Pseudorange measurement (prMes) [m];Carrier phase measurement (cpMes) [cycles];Doppler measurement (doMes) [Hz];GNSS identifier (gnssId) [];Satellite identifier (svId) [];Frequency slot - only Glonass (freqId) [];Carrier phase locktime counter (locktime) [ms];Carrier-to-noise density ratio (cno) [dbHz];Estimated pseudorange measurement standard deviation (prStdev) [m];Estimated carrier phase measurement standard deviation (cpStdev) [cycles];Estimated Doppler measurement standard deviation (doStdev) [Hz];Tracking status (trkStat) [];NLOS (0 == no, 1 == yes, # == No Information);Elevation;Azimuth
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;22745081.5816218;121585507.425991;-2454.441;Glonass;1;8;500;31;5.12;0.024;2.048;3;0;17.798215678890603;281.2235933929185
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;19091776.950178;101769948.392724;10.12354;Glonass;10;0;64500;39;0.64;0.004;0.256;15;0;76.39062616670354;55.09301122137862
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;22556223.2632424;120702949.037917;4774.825;Glonass;21;11;0;33;20.48;0.06;8.192;1;1;18.873500853673463;182.0727238411472
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;20850749.2003289;111537459.416292;-2351.007;Glonass;19;10;3080;40;2.56;0.012;0.512;3;0;40.11061516720091;41.60048986001419
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;22606317.1879402;118797003.983844;1511.788;GPS;14;0;3140;40;1.28;0.004;0.256;3;0;32.9675411097675;301.5083418191999
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;20939038.6860969;111891843.725546;3352.795;Glonass;11;7;1600;39;2.56;0.012;1.024;3;0;;
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;22815706.7873164;119897342.542587;1020.224;GPS;6;0;12700;47;0.32;0.004;0.128;3;0;27.567308760518003;74.60969198996224
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;21326616.9347939;112072127.567167;-2272.502;GPS;24;0;180;35;10.24;0.024;4.096;3;0;49.351847485834206;146.50173855825494
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;25163779.2062573;132236551.895708;-3152.344;GPS;17;0;0;32;10.24;0.06;4.096;1;1;6.7472315041033335;41.40961862600187
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;23400847.82448;122972212.66631;2803.074;GPS;2;0;420;28;5.12;0.032;2.048;3;1;22.86782234624993;122.25394899812142
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;21176150.2074307;111281418.60636;2473.602;GPS;25;0;4380;46;1.28;0.008;0.256;3;0;49.21111363637999;268.1199651002428
1900;126784.69999996912;13.3736478782217;0.0012797775782203;52.509209673421;0.0032814050032665;77.406382875517;0.001362009358079;0.124399974549306;2.48028383759257e-06;-0.120145303408208;0.0164853496047005;0.470103320367343;0.0003114520203862;-0.0006748610243079;2.61280919096162e-06;126784.699999969;1900;17;16;1;23745251.3159401;124782324.356152;4096.137;GPS;29;0;660;34;5.12;0.024;2.048;3;0;15.620390106909591;205.297908252
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;19829508.1880759;104204777.159436;150.8752;GPS;12;0;64500;50;0.32;0.004;0.128;15;0;85.17112482410369;351.7955546104294
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;19726921.7622143;105488731.690144;2101.396;Glonass;20;9;0;24;20.48;0.06;8.192;1;0;59.287353394491134;136.27436780115613
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;22659915.5840782;120917637.646261;1146.398;Glonass;2;3;520;29;2.56;0.02;1.024;3;1;18.030788288401336;337.65010311663616
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;22217665.2229831;116754615.319282;541.7349;GPS;32;0;1220;44;1.28;0.008;0.512;3;0;35.568488016790695;289.3645757302106
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;22745173.80166;121585998.025704;-2451.58;Glonass;1;8;700;31;5.12;0.02;2.048;3;0;17.797167191614886;281.22218798472255
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;19091776.6404366;101769946.322948;10.29614;Glonass;10;0;64500;39;0.64;0.004;0.256;15;0;76.39007760226737;55.100915234762454
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;22556046.9680551;120702005.941437;4775.677;Glonass;21;11;0;28;10.24;0.06;4.096;1;1;18.87525341637064;182.07286484842976
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;20850833.9429488;111537929.443112;-2349.817;Glonass;19;10;3280;34;2.56;0.008;0.512;3;0;40.10924576917709;41.59912970163259
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;22606260.5139955;118796701.425543;1511.82;GPS;14;0;3340;42;1.28;0.004;0.256;3;0;32.96806950866939;301.50680356868713
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;20938912.9441904;111891201.768182;3353.629;Glonass;11;7;0;30;5.12;0.06;1.024;1;0;;
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;22815668.1438092;119897138.532465;1020.087;GPS;6;0;12900;48;0.32;0.004;0.128;3;0;27.567647101887193;74.60808279724989
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;21326697.4326483;112072582.561202;-2274.724;GPS;24;0;380;39;5.12;0.02;2.048;3;0;49.35025517535867;146.5021129960262
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;25163899.9966644;132237186.900753;-3152.738;GPS;17;0;80;31;10.24;0.028;4.096;3;1;6.745956107172537;41.40961265794385
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;23400739.2841257;122971652.119781;2802.149;GPS;2;0;620;28;5.12;0.028;2.048;3;1;22.868966813974236;122.25293907147267
1900;126784.89999996912;13.3736492179257;0.0012505878983918;52.5092097757986;0.0032275759262389;77.4058508933522;0.0013575400927119;0.123737259134941;2.44816658899991e-06;0.136797352499343;0.0164852859756343;0.473188452124305;0.0003103160176338;-0.003564669230343;2.61289595971811e-06;126784.899999969;1900;17;15;1;21176056.1725699;111280924.231364;2471.185;GPS;25;0;4580;43;1.28;0.008;0.512;3;0;49.21254988560495;268.1210024535863
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;19829502.3858785;104204747.035946;150.6985;GPS;12;0;64500;50;0.32;0.004;0.128;15;0;85.17097248656933;351.814710186441
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;19726843.3016727;105488312.280013;2103.825;Glonass;20;9;0;24;10.24;0.06;4.096;1;0;59.28892648521697;136.2719873634967
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;22659873.1931368;120917424.703039;1152.645;Glonass;2;3;0;30;2.56;0.024;1.024;1;1;18.031117208802783;337.64847838062116
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;22217644.6971645;116754506.696992;541.9556;GPS;32;0;1420;43;1.28;0.008;0.512;3;0;35.5686161620723;289.362776742173
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;22745266.5190294;121586505.811495;-2453.599;Glonass;1;8;0;26;5.12;0.024;2.048;1;0;17.79611859078528;281.2207827117742
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;19091776.2521693;101769944.246623;10.16846;Glonass;10;0;64500;39;0.64;0.004;0.256;15;0;76.38952889716631;55.10881849067829
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;22555868.3694391;120701049.758505;4776.724;Glonass;21;11;0;36;10.24;0.024;4.096;1;1;18.877006010477704;182.07300600202313
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;20850922.1407118;111538399.787878;-2351.007;Glonass;19;10;3480;39;1.28;0.008;0.512;3;0;40.1078763709779;41.5977696777984
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;22606204.6776613;118796399.012715;1512.22;GPS;14;0;3540;44;1.28;0.004;0.256;3;0;32.968597773193146;301.50526534157694
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;20938791.8091414;111890554.475759;3351.312;Glonass;11;7;0;35;5.12;0.028;1.024;1;0;;
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;22815629.5526527;119896934.552376;1019.838;GPS;6;0;13100;48;0.32;0.004;0.128;3;0;27.567985459559843;74.60647365085254
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;21326788.9546778;112073037.600428;-2275.146;GPS;24;0;580;34;5.12;0.02;2.048;3;0;49.348662935694314;146.50248760928264
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;25164019.0289622;132237817.141336;-3153.119;GPS;17;0;280;31;10.24;0.024;2.048;3;1;6.744680745316745;41.40960678786678
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;23400628.2134898;122971090.92974;2807.59;GPS;2;0;820;27;5.12;0.06;2.048;1;1;22.87011134594888;122.25192922165047
1900;126785.09999996913;13.3736506726733;0.0012268695232072;52.5092098605505;0.0032263763501486;77.4052538382821;0.0013531795376849;0.123080774217669;2.41509819423357e-06;0.465049845217436;0.0164850155952984;0.535322450821695;0.0003092989645722;-0.0041749681045075;2.61299873904306e-06;126785.099999969;1900;17;15;1;21175962.0111949;111280429.82289;2470.107;GPS;25;0;4780;43;1.28;0.008;0.512;3;0;49.213986054806675;268.1220399464233
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;19829496.7363705;104204716.925171;150.2083;GPS;12;0;64500;49;0.32;0.004;0.128;15;0;85.17081963935507;351.8338620745186
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;19726765.9492201;105487898.782739;2095.825;Glonass;20;9;0;24;20.48;0.06;8.192;1;0;59.29049965522774;136.26960718492387
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;22659825.1483248;120917195.201292;1143.886;Glonass;2;3;200;29;2.56;0.02;1.024;3;1;18.031446002546872;337.6468537465702
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;22217624.2324216;116754398.114784;544.7349;GPS;32;0;1620;46;1.28;0.008;0.512;3;0;35.56874405240898;289.3609778910237
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;22745360.0740092;121587006.101024;-2456.712;Glonass;1;8;0;25;5.12;0.06;2.048;1;0;17.79506977074348;281.2193776810387
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;19091775.9075275;101769942.238548;10.46753;Glonass;10;0;64500;39;0.64;0.004;0.256;15;0;76.3889801870333;55.11672092377512
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;22555686.9700631;120700094.671746;4774.42;Glonass;21;11;200;37;10.24;0.016;4.096;3;1;18.878758600568947;182.0731475051137
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;20851007.6598664;111538870.091169;-2352.136;Glonass;19;10;3680;38;1.28;0.008;0.512;3;0;40.10650708150199;41.59640985140976
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;22606147.9644536;118796096.707607;1511.464;GPS;14;0;3740;45;1.28;0.004;0.256;3;0;32.96912581748924;301.50372719664097
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;20938663.0396221;111889884.499763;3349.856;Glonass;11;7;200;31;2.56;0.024;1.024;3;0;;
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;22815590.5819539;119896730.502429;1020.006;GPS;6;0;13300;48;0.32;0.004;0.128;3;0;27.56832395630385;74.60486468738787
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;21326878.7534983;112073492.522168;-2272.957;GPS;24;0;780;31;5.12;0.016;2.048;3;0;49.34707080815952;146.50286270247204
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;25164142.4718025;132238447.141618;-3149.871;GPS;17;0;480;26;5.12;0.028;2.048;3;1;6.743405512310855;41.40960113028103
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;23400522.7792742;122970576.73029;2802.637;GPS;2;0;0;27;10.24;0.06;4.096;1;1;22.871256023137214;122.25091964291391
1900;126785.29999996912;13.3736524148769;0.0012074392520473;52.5092099563878;0.0030683499767681;77.4045918812044;0.0013489294016654;0.122170931608707;2.38112045004441e-06;0.850416011460766;0.0164847059808378;0.670124490854505;0.0003084429605339;-0.003768586041474;2.61311743593502e-06;126785.299999969;1900;17;15;1;21175868.0155971;111279935.430612;2470.616;GPS;25;0;4980;44;1.28;0.008;0.512;3;0;49.215422014071656;268.1230776746804
1900;126785.49999996912;13.3736546568508;0.0011912109325928;52.5092100481192;0.0031109224178337;77.4038654225878;0.0013447918793216;0.121461171893316;2.34627332541857e-06;1.22685913507303;0.0164843867522983;0.882185107067926;0.0003077570601523;-0.0040020506468749;2.61325074918555e-06;126785.499999969;1900;17;15;1;19829491.2482771;104204686.870207;150.2483;GPS;12;0;64500;50;0.32;0.004;0.128;15;0;85.17066623882873;351.8530084756643
1900;126785.49999996912;13.3736546568508;0.0011912109325928;52.5092100481192;0.0031109224178337;77.4038654225878;0.0013447918793216;0.121461171893316;2.34627332541857e-06;1.22685913507303;0.0164843867522983;0.882185107067926;0.0003077570601523;-0.0040020506468749;2.61325074918555e-06;126785.499999969;1900;17;15;1;19726686.8691958;105487475.814139;2103.158;Glonass;20;9;0;23;20.48;0.06;8.192;1;0;59.292073032748625;136.26722762570512
1900;126785.49999996912;13.3736546568508;0.0011912109325928;52.5092100481192;0.0031109224178337;77.4038654225878;0.0013447918793216;0.121461171893316;2.34627332541857e-06;1.22685913507303;0.0164843867522983;0.882185107067926;0.0003077570601523;-0.0040020506468749;2.61325074918555e-06;126785.499999969;1900;17;15;1;22659777.5921189;120916965.490197;1150.406;Glonass;2;3;400;29;5.12;0.024;1.024;3;1;18.031774600917956;337.64522931264634
1900;126785.49999996912;13.3736546568508;0.0011912109325928;52.5092100481192;0.0031109224178337;77.4038654225878;0.0013447918793216;0.121461171893316;2.34627332541857e-06;1.22685913507303;0.0164843867522983;0.882185107067926;0.0003077570601523;-0.0040020506468749;2.61325074918555e-06;126785.499999969;1900;17;15;1;22217603.5015629;116754289.940536;542.6741;GPS;32;0;1820;45;2.56;0.012;1.024;3;0;35.56887153973043;289.35917931482084
